v0,v1,v2,v3,v4,y
0.19567258966711043,0.06586419928992115,0.801935781048279,0.6502436201899042,0.1787275691868918,0.23540687291336548
0.023233554248114796,0.3898229747860089,0.3104234619086411,0.2589606872935448,0.8395830349631215,0.5795969241977086
0.5669260919783186,0.8531908121776198,0.8729615869225749,0.860715054348026,0.6111617248385612,0.420397600278685
0.8361655275521663,0.5239722578591117,0.051719956584949656,0.2790629538125,0.020840004012581348,0.5152093927572455
0.025468759525203444,0.202533152496439,0.5278707418148397,0.07185133874405658,0.08077742583225356,0.6498270833073277
0.0747243000236738,0.09511151008768282,0.52311384456667,0.8138022277913737,0.8739033212264382,0.19499281434800364
0.8773763581509028,0.2356514868806835,0.5299587721204235,0.6712001850429579,0.5305383495994802,0.3980578160803301
0.2574569804411396,0.060730574758397604,0.8072524425280523,0.2025164744704091,0.09284868249358891,0.7569590397248536
0.5211986293665959,0.35485909407686445,0.2637482125658891,0.5115020667766403,0.3512419608126094,0.38555591741279205
0.7501571286518296,0.4546856455395988,0.20566636825869256,0.6803956655056106,0.9122980830599832,0.9881063777499741
